User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 8990
Test name: Harry 450+570,Date: 6/11/2026,Time: 2:07:45 PM

ID1: 4,ID2: 260611,ID3: yu2gp140_invivo2_d35B,
Absorbance

1. Raw Data (450 1)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,2.512,2.471,2.583,2.485,2.503,2.615,2.587,2.555,2.576,2.582,2.634,2.536
B,2.588,2.49,2.591,2.558,2.398,2.741,2.567,2.627,2.635,2.646,2.533,2.758
C,2.564,2.528,2.576,2.559,2.504,2.624,2.562,2.499,2.651,2.58,2.526,2.881
D,2.587,2.611,2.65,2.577,2.55,2.667,2.499,2.583,2.638,2.592,2.469,2.105
E,2.543,2.519,2.582,2.563,2.592,2.538,2.525,2.559,2.604,2.723,2.612,0.647
F,2.787,2.786,2.744,2.606,2.727,2.77,2.439,2.54,2.867,2.642,2.495,0.193
G,2.071,2.173,2.817,2.757,2.565,2.679,2.789,2.784,1.806,1.517,2.687,0.102
H,1.015,1.091,2.264,1.913,1.518,2.393,2.252,2.419,0.785,0.596,2.785,0.109

2. Raw Data (570 2)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.083,0.232,0.172,0.146,0.204,0.048,0.233,0.17,0.119,0.252,0.252,0.266
B,0.376,0.432,0.385,0.398,0.263,0.406,0.339,0.351,0.358,0.659,0.214,0.74
C,0.333,0.334,0.405,0.424,0.362,0.374,0.388,0.33,0.355,0.329,0.262,0.125
D,0.373,0.337,0.662,0.433,0.381,0.418,0.303,0.389,0.225,0.237,0.266,0.041
E,0.048,0.058,0.372,0.358,0.145,0.281,0.324,0.325,0.041,0.044,0.378,0.035
F,0.043,0.17,0.395,0.355,0.129,0.584,0.084,0.148,0.049,0.039,0.201,0.033
G,0.041,0.04,0.064,0.04,0.042,0.054,0.099,0.048,0.034,0.033,0.066,0.03
H,0.107,0.065,0.064,0.054,0.042,0.037,0.035,0.039,0.031,0.032,0.039,0.035

 
Well Row,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,F,F,F,F,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G,G,G,G,G,G,H,H,H,H,H,H,H,H,H,H,H,H
